player_id,position,Rk,Gcar,Gtm,Tm,home_away,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,RE24,DFS(DK),DFS(FD),Entered,Exited,game_date,days_between_games
abadfe01,Pitcher,1,316,8,BOS,NA,BAL,"L,5-12",6-7,NA,99.0,1.0,2,1,1,0,0,0,0,9.0,4,17,10,4,0,3.0,1,1,0,0,NA,0,0,0,0,0,4,0,0,0,1,0,0,0.29,0.009,0.15,-0.95,0.0,6t --- 0 out d4,7t 1-- 0 out d4,2017-04-12,0.0
abadfe01,Pitcher,2,317,10,BOS,NA,TBR,"L,5-10",8-8,NA,1.0,1.0,1,0,0,1,0,0,0,4.5,5,22,12,2,3,4.0,0,0,0,0,NA,0,0,0,0,0,4,1,0,0,0,0,0,0.01,0.001,0.55,1.05,3.0,8t --- 0 out d8,8t 3 out d8,2017-04-14,2.0
abadfe01,Pitcher,3,318,14,BOS,@,TOR,"W,8-7",8-8,NA,3.0,0.2,1,0,0,0,0,0,0,3.38,3,12,7,4,0,2.0,1,0,0,0,NA,0,0,0,0,0,3,1,0,0,0,0,0,0.6,0.015,0.15,0.9,2.0,8b --- 0 out a4,8b --3 2 out a4,2017-04-18,4.0
abadfe01,Pitcher,4,319,17,BOS,@,BAL,"L,0-2",8-GF(8),NA,2.0,0.2,0,0,0,0,0,0,0,2.7,2,4,2,0,0,0.0,2,1,0,0,NA,1,0,0,0,0,2,0,0,0,0,0,0,0.29,0.016,0.55,1.5,2.0,8b 1-- 1 out d2,8b end d 2,2017-04-21,3.0
abadfe01,Pitcher,5,320,19,BOS,@,BAL,"W,6-2",9-9,NA,1.0,0.2,3,1,1,0,0,0,0,4.5,5,17,11,2,0,3.0,2,1,0,0,NA,0,0,0,0,0,5,1,0,0,0,0,0,0.25,-0.007,-0.92,-2.3,-1.0,9b --- 0 out a5,9b 12- 2 out a4,2017-04-23,2.0
abadfe01,Pitcher,6,321,22,BOS,NA,CHC,"W,5-4",8-8,H(1),4.0,0.2,0,0,0,0,2,0,0,3.86,2,12,7,0,3,0.0,0,0,0,0,NA,2,0,0,0,0,2,0,0,0,0,0,0,4.3,0.214,0.96,5.5,8.0,8t 12- 1 out a1,8t 3 out a1,2017-04-28,5.0
adlemti01,Pitcher,1,14,13,CIN,NA,MIL,"L,2-4",4-7,NA,99.0,4.0,2,1,1,0,5,1,0,2.25,14,57,39,10,8,2.0,7,2,0,0,NA,0,0,0,0,0,14,0,0,0,0,0,0,0.62,0.047,1.0,15.8,24.0,4t --- 0 out d3,7t 3 out d2,2017-04-16,0.0
adlemti01,Pitcher,2,15,17,CIN,NA,CHC,"L,5-6",GS-6,NA,4.0,6.0,4,2,2,2,7,2,1,2.7,24,92,58,15,13,5.0,9,2,2,0,61,NA,NA,0,0,0,21,1,0,0,0,0,0,1.15,0.099,1.0,19.3,33.0,1t start tie,6t 3 out a2,2017-04-21,5.0
adlemti01,Pitcher,3,16,23,CIN,@,STL,"L,5-7",GS-6,L(0-1),6.0,5.1,8,6,5,1,3,2,0,4.7,24,86,55,13,7,10.0,10,5,1,0,32,NA,NA,0,1,0,23,1,0,0,1,0,1,0.68,-0.214,-1.96,2.6,10.0,1b start tie,6b 12- 1 out d3,2017-04-28,7.0
alberma01,Pitcher,1,453,7,WSN,NA,STL,"W,14-6",6-7,H(1),99.0,2.0,1,0,0,0,2,0,0,0.0,7,25,19,4,3,2.0,3,3,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,1,1.22,0.15,1.0,7.9,12.0,6t --- 0 out a1,7t 3 out a2,2017-04-10,0.0
alberma01,Pitcher,2,454,11,WSN,NA,PHI,"L,2-4",9-GF,NA,4.0,1.0,1,0,0,0,0,0,0,0.0,3,15,10,2,0,2.0,1,0,0,0,NA,0,0,0,0,0,3,0,0,0,1,0,0,0.3,0.017,0.5,1.65,3.0,9t --- 0 out d2,9t end d 2,2017-04-15,5.0
alberma01,Pitcher,3,455,14,WSN,@,ATL,"W,14-4",9-GF,NA,3.0,1.0,1,0,0,0,0,0,0,0.0,3,7,6,2,0,1.0,2,1,0,0,NA,0,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,1.65,3.0,9b --- 0 out a10,9b end a10,2017-04-19,4.0
alberma01,Pitcher,4,456,19,WSN,@,COL,"L,4-8",8-GF(8),NA,4.0,1.0,0,0,0,0,1,0,0,0.0,3,10,7,1,2,2.0,0,0,0,0,NA,3,1,0,0,0,3,0,0,0,0,0,0,0.25,0.006,1.42,4.25,6.0,8b 123 0 out d3,8b end d 4,2017-04-24,5.0
alberma01,Pitcher,5,457,20,WSN,@,COL,"W,15-12",8-8,NA,0.0,1.0,0,0,0,0,0,0,1,0.0,4,8,5,0,1,1.0,2,1,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.82,0.035,0.57,1.65,3.0,8b --- 0 out a4,8b 3 out a4,2017-04-25,1.0
alberma01,Pitcher,6,458,22,WSN,@,COL,"W,16-5",7-8,NA,1.0,1.1,0,0,0,0,0,0,0,0.0,4,15,9,3,0,4.0,0,0,0,0,NA,1,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.83,3.0,4.0,7b 1-- 2 out a13,8b 3 out a13,2017-04-27,2.0
alcanra01,Pitcher,1,6,5,OAK,@,TEX,"L,5-10",GS-2,L(0-1),99.0,2.0,4,8,8,2,1,2,1,36.0,14,58,30,8,5,3.0,7,2,0,0,15,NA,NA,0,0,0,11,1,0,0,0,0,0,0.74,-0.379,-6.91,-13.7,-15.0,1b start tie,2b 3 out d8,2017-04-07,0.0
alcanra01,Pitcher,2,7,11,OAK,NA,HOU,"L,2-7",8-GF,NA,6.0,2.0,0,2,0,1,1,0,1,18.0,9,34,18,4,3,3.0,3,0,0,0,NA,0,0,0,0,0,6,0,0,0,0,1,1,0.05,-0.004,-1.06,5.3,9.0,8t --- 0 out d4,9t end d 6,2017-04-14,7.0
alcanra01,Pitcher,3,8,19,OAK,NA,SEA,"L,1-11",7-GF,NA,8.0,3.0,6,5,5,2,0,1,0,16.71,16,70,41,5,5,4.0,10,6,2,0,NA,0,0,0,0,0,14,3,0,0,0,0,0,0.02,-0.012,-3.58,-8.05,-6.0,7t --- 0 out d6,9t end d10,2017-04-23,9.0
alexasc02,Pitcher,1,22,8,KCR,NA,OAK,"L,3-8",6-8,NA,99.0,2.1,0,0,0,0,0,0,0,0.0,7,18,12,3,1,4.0,3,0,1,0,NA,2,0,0,0,0,7,0,0,0,0,0,0,0.02,0.004,1.68,5.25,7.0,6t -23 2 out d8,8t 3 out d8,2017-04-12,0.0
alexasc02,Pitcher,2,23,13,KCR,NA,SFG,"L,1-2",10-GF(11),L(0-1),5.0,2.0,3,1,1,1,3,0,0,2.08,10,33,23,7,4,3.0,3,2,0,0,NA,0,0,1,0,0,9,1,0,0,0,0,0,2.12,-0.148,0.06,6.1,12.0,10t --- 0 out tie,11t end d 1,2017-04-18,6.0
alexasc02,Pitcher,3,24,16,KCR,@,TEX,"L,2-6",6-6,NA,2.0,1.0,0,0,0,1,2,0,0,1.69,4,17,11,3,3,1.0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.13,0.006,0.54,5.65,9.0,6b --- 0 out d5,6b 3 out d5,2017-04-21,3.0
alexasc02,Pitcher,4,25,18,KCR,@,TEX,"L,2-5",4-6,NA,1.0,2.1,1,1,1,0,0,1,0,2.35,7,24,17,3,1,6.0,1,0,0,0,NA,3,1,0,0,0,7,0,0,0,1,0,0,1.04,0.071,1.19,2.65,4.0,4b 123 0 out tie,6b --- 1 out d2,2017-04-23,2.0
alexasc02,Pitcher,5,26,20,KCR,@,CHW,"L,5-10",5-6,NA,1.0,1.1,1,0,0,0,0,0,0,2.0,4,15,9,2,1,4.0,0,0,0,0,NA,1,0,0,0,0,4,0,0,0,1,0,0,0.2,0.019,0.83,2.4,4.0,5b --3 2 out d4,6b 3 out d4,2017-04-25,2.0
alexasc02,Pitcher,6,27,22,KCR,NA,MIN,"L,4-6",8-GF,NA,2.0,1.1,1,0,0,0,1,0,0,1.74,5,14,11,1,2,4.0,0,0,0,0,NA,1,0,0,0,0,5,0,0,0,0,0,0,0.44,0.044,0.9,4.4,7.0,8t --3 2 out d2,9t end d 2,2017-04-28,3.0
allenco01,Pitcher,1,318,1,CLE,@,TEX,"W,8-5",9-GF,S(1),99.0,1.0,1,0,0,0,3,0,0,0.0,4,19,13,2,6,0.0,1,1,0,0,NA,0,0,0,0,0,4,0,1,0,0,0,0,0.89,0.046,0.54,7.65,12.0,9b --- 0 out a3,9b end a 3,2017-04-03,0.0
allenco01,Pitcher,2,319,2,CLE,@,TEX,"W,4-3",9-GF,S(2),0.0,1.0,2,1,1,0,3,0,0,4.5,5,25,18,4,7,1.0,1,0,0,0,NA,0,0,0,0,0,5,2,0,0,0,0,0,3.93,0.1,-0.46,5.05,9.0,9b --- 0 out a2,9b end a 1,2017-04-04,1.0
allenco01,Pitcher,3,320,6,CLE,@,ARI,"L,2-3",8-GF(8),NA,4.0,0.2,2,0,0,0,0,0,0,3.38,4,9,5,0,1,1.0,3,1,1,0,NA,0,0,1,0,0,4,1,0,0,0,0,0,0.4,0.009,0.28,0.3,2.0,8b --- 1 out d2,8b end d 2,2017-04-09,5.0
allenco01,Pitcher,4,321,7,CLE,NA,CHW,"W,2-1",9-9,NA,1.0,1.0,0,0,0,0,3,0,0,2.45,3,15,10,4,4,0.0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,1.91,0.151,0.57,8.25,12.0,9t --- 0 out tie,9t 3 out tie,2017-04-11,2.0
allenco01,Pitcher,5,322,11,CLE,NA,DET,"W,13-6",9-GF,NA,3.0,1.0,0,0,0,0,2,0,0,1.93,3,9,8,2,4,1.0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0.001,0.57,6.25,9.0,9t --- 0 out a7,9t end a 7,2017-04-15,4.0
allenco01,Pitcher,6,323,13,CLE,@,MIN,"W,3-1",9-GF,S(3),1.0,1.0,2,0,0,1,2,0,0,1.59,6,24,14,6,0,1.0,2,1,0,0,NA,0,0,0,0,0,5,1,0,0,0,0,0,3.15,0.09,0.5,4.45,9.0,9b --- 0 out a2,9b end a 2,2017-04-17,2.0
allenco01,Pitcher,7,324,15,CLE,@,MIN,"W,6-2",9-GF,NA,2.0,1.0,0,0,0,0,2,0,0,1.35,3,11,8,4,3,0.0,1,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.24,0.018,0.5,6.25,9.0,9b --- 0 out a4,9b end a 4,2017-04-20,3.0
allenco01,Pitcher,8,325,20,CLE,NA,HOU,"W,7-6",8-GF,S(4),5.0,1.1,0,0,0,0,2,0,0,1.12,4,18,13,4,5,1.0,1,0,0,0,NA,1,0,0,0,0,4,0,0,0,0,0,0,2.38,0.261,0.92,7.0,10.0,8t -2- 2 out a1,9t end a 1,2017-04-26,6.0
allenco01,Pitcher,9,326,21,CLE,NA,HOU,"W,4-3",9-GF,S(5),0.0,1.0,3,0,0,0,1,0,0,1.0,5,23,14,3,2,1.0,3,2,1,0,NA,0,0,0,1,0,5,0,0,0,0,0,0,4.2,0.177,0.57,2.45,6.0,9t --- 0 out a1,9t end a 1,2017-04-27,1.0
altavda01,Pitcher,1,16,2,SEA,@,HOU,"L,1-2",8-GF(8),NA,99.0,1.0,0,0,0,0,1,0,0,0.0,3,14,9,3,2,0.0,2,0,1,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.39,0.029,0.48,4.25,6.0,8b --- 0 out d1,8b end d 1,2017-04-04,0.0
altavda01,Pitcher,2,17,3,SEA,@,HOU,"L,3-5",7-7,BS(1),0.0,0.2,2,0,0,0,1,0,0,0.0,4,11,8,2,2,2.0,1,1,0,0,NA,2,2,0,0,0,4,1,0,0,0,0,0,3.69,-0.216,-1.11,2.3,5.0,7b 12- 1 out a2,7b 3 out tie,2017-04-05,1.0
altavda01,Pitcher,3,18,4,SEA,@,HOU,"W,4-2",8-8,W(1-0),0.0,1.0,1,0,0,0,3,0,0,0.0,4,22,14,6,3,1.0,0,0,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,1.49,0.104,0.48,11.65,24.0,8b --- 0 out tie,8b 3 out tie,2017-04-06,1.0
altavda01,Pitcher,4,19,7,SEA,@,LAA,"L,9-10",8-8,NA,2.0,0.1,0,0,0,0,1,0,0,0.0,1,5,3,1,2,0.0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.03,0.001,0.1,2.75,4.0,8b --- 2 out a6,8b 3 out a6,2017-04-09,3.0
altavda01,Pitcher,5,20,8,SEA,NA,HOU,"W,6-0",8-8,NA,0.0,1.0,2,0,0,1,2,0,0,0.0,6,18,11,3,2,1.0,2,0,1,0,NA,0,0,0,0,0,5,1,0,0,0,0,0,0.34,0.006,0.49,4.45,9.0,8t --- 0 out a6,8t 3 out a6,2017-04-10,1.0
altavda01,Pitcher,6,21,10,SEA,NA,HOU,"L,5-10",7-7,BL(1-1),1.0,1.0,4,3,3,1,0,0,0,5.4,8,23,15,5,0,3.0,4,2,2,0,NA,0,0,0,0,0,7,1,0,1,0,0,0,2.42,-0.488,-2.51,-6.75,-6.0,7t --- 0 out a1,7t 3 out d2,2017-04-12,2.0
altavda01,Pitcher,7,22,13,SEA,NA,TEX,"W,8-7",8-8,NA,3.0,0.1,0,0,0,2,1,0,0,5.06,3,13,3,1,1,0.0,0,0,0,0,NA,1,0,1,0,0,1,0,0,0,0,0,0,3.56,0.05,0.22,1.55,4.0,8t 1-- 2 out tie,8t 3 out tie,2017-04-16,4.0
altavda01,Pitcher,8,23,15,SEA,NA,MIA,"L,0-5",9-GF,NA,1.0,1.0,1,1,0,0,1,0,0,4.26,4,14,9,2,2,2.0,1,1,0,0,NA,0,0,1,0,0,3,0,0,0,0,1,0,0.06,-0.007,-0.51,3.65,6.0,9t --- 0 out d4,9t end d 5,2017-04-18,2.0
altavda01,Pitcher,9,24,17,SEA,@,OAK,"L,6-9",7-7,NA,1.0,1.0,1,3,3,2,0,1,0,7.36,6,27,13,2,2,1.0,3,1,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,0.64,-0.172,-2.53,-5.55,-6.0,7b --- 0 out d1,7b 3 out d4,2017-04-20,2.0
alvarda01,Pitcher,1,37,2,TEX,NA,CLE,"L,3-4",7-7,NA,99.0,0.1,1,0,0,1,1,0,0,0.0,3,16,9,3,2,1.0,0,0,0,0,NA,1,1,0,0,0,2,0,0,0,0,0,0,1.78,-0.115,-0.9,1.55,4.0,7t 1-- 1 out d1,7t 12- 2 out d2,2017-04-04,0.0
alvarda01,Pitcher,2,38,5,TEX,NA,OAK,"L,1-6",8-8,NA,3.0,0.2,1,2,0,0,2,1,0,0.0,4,12,9,1,4,0.0,2,0,0,0,NA,1,1,0,0,0,4,0,0,0,0,0,1,0.88,-0.194,-2.28,4.9,8.0,8t -2- 1 out d1,8t 3 out d4,2017-04-08,4.0
alvarda01,Pitcher,3,39,10,TEX,@,SEA,"L,1-2",7-7,NA,5.0,0.1,0,0,0,0,0,0,0,0.0,1,2,2,1,0,0.0,1,0,1,0,NA,2,0,0,0,0,1,0,0,0,0,0,0,1.31,0.04,0.58,0.75,1.0,7b 12- 0 out d1,7b 12- 1 out d1,2017-04-14,6.0
alvarda01,Pitcher,4,40,14,TEX,@,OAK,"L,2-4",6-7,NA,3.0,1.1,3,0,0,0,1,0,0,0.0,7,28,17,4,5,2.0,4,1,1,0,NA,2,1,0,0,0,7,0,0,0,0,0,0,0.78,-0.057,-0.05,3.2,7.0,6b 1-3 2 out d1,7b 3 out d2,2017-04-18,4.0
alvarda01,Pitcher,5,41,16,TEX,NA,KCR,"W,1-0",12-GF(13),W(1-0),1.0,2.0,0,0,0,1,3,0,0,0.0,7,27,14,6,3,3.0,0,0,0,0,NA,0,0,1,0,0,6,0,0,0,0,0,0,2.57,0.292,1.09,13.9,27.0,12t --- 0 out tie,13t end tie,2017-04-20,2.0
alvarda01,Pitcher,6,42,20,TEX,NA,MIN,"L,2-3",8-9,NA,3.0,1.0,0,0,0,2,0,0,0,0.0,5,23,13,4,3,0.0,3,1,0,0,NA,1,0,0,0,0,3,0,0,0,0,0,0,0.88,0.05,0.54,1.05,3.0,8t 1-- 2 out d1,9t 1-- 2 out d1,2017-04-24,4.0
alvarjo02,Pitcher,1,145,1,LAA,@,OAK,"L,2-4",6-6,NA,99.0,0.1,0,0,0,0,0,0,0,0.0,1,6,3,1,0,0.0,1,0,0,0,NA,2,0,0,0,0,1,0,0,0,0,0,0,1.54,0.039,0.42,0.75,1.0,6b 12- 2 out d1,6b 3 out d1,2017-04-03,0.0
alvarjo02,Pitcher,2,146,3,LAA,@,OAK,"W,5-0",5-6,NA,1.0,0.2,0,0,0,0,1,0,0,0.0,2,15,11,4,0,0.0,1,0,1,0,NA,2,0,0,0,0,2,0,0,0,0,0,0,0.67,0.035,0.7,3.5,5.0,5b 1-3 2 out a5,6b --- 1 out a5,2017-04-05,2.0
alvarjo02,Pitcher,3,147,5,LAA,NA,SEA,"W,5-1",6-6,H(1),1.0,0.1,0,0,0,0,1,0,0,0.0,1,3,3,0,1,0.0,0,0,0,0,NA,2,0,0,0,0,1,0,0,0,0,0,0,2.97,0.081,0.48,2.75,4.0,6t 1-3 2 out a1,6t 3 out a1,2017-04-07,2.0
alvarjo02,Pitcher,4,148,9,LAA,NA,TEX,"L,3-8",5-5,NA,4.0,0.2,1,0,0,1,1,0,0,0.0,4,15,8,0,1,1.0,1,0,1,0,NA,1,0,0,0,0,3,0,0,1,0,0,0,1.5,0.039,0.5,2.3,5.0,5t 1-- 1 out d2,5t 3 out d2,2017-04-12,5.0
alvarjo02,Pitcher,5,149,12,LAA,@,KCR,"L,2-3",8-GF(8),L(0-1),2.0,1.0,1,1,1,0,1,1,0,3.0,4,16,8,4,0,2.0,1,0,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,0.99,-0.222,-0.47,1.65,3.0,8b --- 0 out tie,8b end d 1,2017-04-15,3.0
alvarjo02,Pitcher,6,150,13,LAA,@,KCR,"L,0-1",8-8,NA,0.0,1.0,0,0,0,0,2,0,0,2.25,3,13,8,3,3,1.0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,1.43,0.11,0.53,6.25,9.0,8b --- 0 out tie,8b 3 out tie,2017-04-16,1.0
alvarjo02,Pitcher,7,151,15,LAA,@,HOU,"W,5-2",8-8,NA,1.0,0.0,0,0,0,1,0,0,0,2.25,1,5,1,0,1,0.0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.01,-0.048,-0.38,-0.6,0.0,8b --- 0 out a3,8b 1-- 0 out a3,2017-04-18,2.0
alvarjo02,Pitcher,8,152,16,LAA,@,HOU,"L,1-5",6-6,NA,0.0,0.1,0,0,0,0,0,0,0,2.08,1,7,4,1,0,0.0,1,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,1.43,0.06,0.57,0.75,1.0,6b --3 1 out d1,6b --3 2 out d1,2017-04-19,1.0
alvarjo02,Pitcher,9,153,18,LAA,NA,TOR,"L,7-8",4-4,NA,1.0,0.1,0,0,0,0,0,0,0,1.93,1,2,2,0,0,0.0,1,0,0,0,NA,3,0,0,0,0,1,0,0,0,0,0,0,3.81,0.095,0.75,0.75,1.0,4t 123 2 out a1,4t 3 out a1,2017-04-21,2.0
alvarjo02,Pitcher,10,154,20,LAA,NA,TOR,"L,2-6",7-7,H(2),1.0,1.0,0,0,0,0,1,0,0,1.59,3,11,7,2,1,1.0,1,1,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.094,0.48,4.25,6.0,7t --- 0 out a1,7t 3 out a1,2017-04-23,2.0
alvarjo02,Pitcher,11,155,22,LAA,NA,OAK,"W,2-1",10-10,NA,1.0,1.0,2,1,1,0,0,1,0,2.7,4,18,11,4,1,2.0,2,0,0,0,NA,0,0,0,0,0,4,0,0,0,1,0,0,1.05,-0.308,-0.52,-0.95,0.0,10t --- 0 out tie,10t 3 out d1,2017-04-25,2.0
alvarjo02,Pitcher,12,156,24,LAA,NA,OAK,"W,2-1",8-8,H(3),1.0,1.0,0,0,0,0,1,0,0,2.35,3,14,8,1,4,2.0,0,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,1.57,0.118,0.48,4.25,6.0,8t --- 0 out a1,8t 3 out a1,2017-04-27,2.0
alvarjo02,Pitcher,13,157,25,LAA,@,TEX,"W,6-3",9-GF,S(1),0.0,1.0,0,0,0,0,0,0,0,2.08,3,9,5,2,0,2.0,1,0,1,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0.59,0.046,0.54,2.25,3.0,9b --- 0 out a3,9b end a 3,2017-04-28,1.0
anderbr04,Pitcher,1,128,4,CHC,@,MIL,"L,1-2",GS-6,NA,99.0,5.2,5,1,1,1,4,0,0,1.59,23,90,55,16,9,9.0,9,7,1,0,58,NA,NA,0,0,0,22,1,0,0,0,0,0,1.02,0.159,1.77,15.15,26.0,1b start tie,6b 1-- 2 out tie,2017-04-07,0.0
anderbr04,Pitcher,2,129,9,CHC,NA,LAD,"W,4-0",GS-5,W(1-0),5.0,5.0,3,0,0,4,2,0,0,0.84,22,90,48,14,8,7.0,9,3,1,0,59,NA,NA,0,0,0,18,1,0,0,0,0,0,1.42,0.276,2.43,15.05,33.0,1t start tie,5t 3 out a2,2017-04-13,6.0
anderbr04,Pitcher,3,130,14,CHC,NA,MIL,"W,9-7",GS-4,NA,4.0,3.2,8,6,6,0,5,1,0,4.4,19,60,42,12,7,7.0,7,6,0,0,26,NA,NA,1,0,0,18,5,0,0,0,1,0,0.68,-0.357,-4.16,1.45,8.0,1t start tie,4t --- 2 out d4,2017-04-18,5.0
anderbr04,Pitcher,4,131,19,CHC,@,PIT,"W,14-3",GS-6,W(2-0),5.0,6.0,5,3,1,6,3,0,0,3.54,28,100,57,17,7,12.0,7,5,0,0,51,NA,NA,0,0,0,22,1,1,0,2,0,1,0.29,-0.002,-0.03,14.9,36.0,1b start a 4,6b 3 out a9,2017-04-24,6.0
anderch01,Pitcher,1,80,4,MIL,NA,COL,"L,1-2",GS-6,NA,99.0,6.0,3,1,1,2,4,1,0,1.5,23,88,53,14,8,8.0,9,2,2,0,64,NA,NA,0,0,0,19,1,0,0,0,0,0,1.07,0.191,2.0,16.5,27.0,1t start tie,6t 3 out d1,2017-04-06,0.0
anderch01,Pitcher,2,81,9,MIL,@,TOR,"W,2-0",GS-7,W(1-0),5.0,7.0,3,0,0,2,7,0,0,0.69,25,89,59,16,9,7.0,9,4,1,0,76,NA,NA,0,0,0,23,1,0,1,1,0,0,1.25,0.467,3.66,30.75,54.0,1b start tie,7b 3 out a2,2017-04-12,6.0
anderch01,Pitcher,3,82,14,MIL,@,CHC,"W,6-3",GS-5,W(2-0),4.0,5.0,7,3,2,1,5,0,0,1.5,22,87,60,18,10,7.0,9,6,0,0,47,NA,NA,1,0,1,21,1,0,0,0,0,0,1.35,-0.019,-0.57,16.45,36.0,1b start a 2,5b 3 out a1,2017-04-17,5.0
anderch01,Pitcher,4,83,19,MIL,NA,STL,"L,1-4",GS-6,NA,4.0,6.0,6,1,0,1,6,0,1,1.12,26,89,57,17,9,7.0,11,5,2,0,63,NA,NA,0,0,0,23,4,0,0,0,0,0,1.27,0.233,2.0,20.7,36.0,1t start tie,6t 3 out tie,2017-04-22,5.0
anderch01,Pitcher,5,84,24,MIL,NA,ATL,"L,8-10",GS-6,NA,5.0,6.0,4,4,4,3,2,0,0,2.1,24,86,50,12,10,9.0,10,6,2,0,47,NA,NA,0,0,1,21,3,0,0,1,0,1,1.26,-0.017,-1.0,5.3,12.0,1t start tie,6t 3 out a2,2017-04-28,6.0
anderty01,Pitcher,1,20,2,COL,@,MIL,"W,6-5",GS-6,W(1-0),99.0,5.2,8,5,5,1,8,1,0,7.94,24,96,66,15,16,4.0,11,7,1,0,40,NA,NA,0,0,0,23,3,0,0,1,0,0,1.01,-0.251,-2.23,17.35,38.0,1b start tie,6b 1-- 2 out a1,2017-04-04,0.0
anderty01,Pitcher,2,21,7,COL,NA,LAD,"L,6-10",GS-5,L(1-1),4.0,5.0,5,5,5,4,3,1,0,8.44,24,95,54,13,10,6.0,11,3,2,0,36,NA,NA,0,0,0,19,3,0,0,0,0,0,0.77,-0.239,-2.13,1.85,9.0,1t start tie,5t 3 out d3,2017-04-09,5.0
anderty01,Pitcher,3,22,12,COL,@,SFG,"L,2-8",GS-4,L(1-2),4.0,4.0,5,4,4,1,1,2,0,8.59,18,75,54,12,2,8.0,8,4,2,0,36,NA,NA,0,0,0,17,0,0,0,0,0,0,0.57,-0.207,-2.04,-0.6,3.0,1b start tie,4b 3 out d4,2017-04-14,5.0
anderty01,Pitcher,4,23,16,COL,@,LAD,"L,2-4",GS-5,L(1-3),4.0,5.0,6,4,2,1,5,1,0,7.32,23,82,53,14,10,9.0,8,3,1,0,47,NA,NA,0,0,0,21,2,1,0,0,0,1,1.05,-0.217,-1.67,13.05,24.0,1b start a 1,5b 3 out d3,2017-04-19,5.0
anderty01,Pitcher,5,24,20,COL,NA,WSN,"W,8-4",GS-6,NA,4.0,5.2,6,4,4,1,5,1,0,7.11,23,87,60,11,12,7.0,10,6,0,0,45,NA,NA,0,0,0,21,1,1,0,1,0,0,1.11,-0.171,-0.67,10.55,20.0,1t start tie,6t --- 2 out d3,2017-04-24,5.0
andrima01,Pitcher,1,55,5,TBR,NA,TOR,"W,10-8",GS-5,NA,99.0,4.0,7,5,4,1,4,1,0,9.0,21,85,54,14,9,5.0,11,6,0,0,33,NA,NA,0,0,0,19,3,0,0,0,1,1,0.86,-0.233,-2.45,4.2,12.0,1t start tie,5t 1-- 0 out a2,2017-04-07,0.0
andrima01,Pitcher,2,56,10,TBR,@,NYY,"L,2-3",GS-6,NA,5.0,6.0,5,1,1,3,5,1,0,4.5,25,99,69,22,9,8.0,9,5,1,0,60,NA,NA,0,0,0,22,2,0,0,1,0,0,1.42,0.28,2.14,16.7,30.0,1b start tie,6b 3 out a1,2017-04-13,6.0
andrima01,Pitcher,3,57,15,TBR,NA,DET,"W,5-1",GS-7,W(1-0),4.0,6.0,4,1,1,1,5,1,0,3.38,23,105,65,14,13,10.0,7,2,1,0,64,NA,NA,1,0,0,22,0,0,0,0,0,0,0.95,0.088,0.91,22.5,42.0,1t start tie,7t 12- 0 out a2,2017-04-18,5.0
andrima01,Pitcher,4,58,20,TBR,NA,HOU,"L,4-6",GS-5,NA,4.0,5.0,6,3,3,2,4,2,0,3.86,22,88,57,14,6,9.0,7,4,0,0,45,NA,NA,0,0,0,20,0,0,0,1,0,0,0.78,-0.008,-0.59,8.45,18.0,1t start tie,5t 3 out a1,2017-04-23,5.0
aquinja01,Pitcher,1,4,16,BAL,NA,BOS,"W,4-2",GS-6,W(1-0),99.0,6.0,6,2,2,3,2,1,0,3.0,27,99,57,20,7,10.0,12,3,6,0,51,NA,NA,1,0,0,24,0,0,0,0,0,0,1.2,0.107,1.2,12.1,30.0,1t start tie,6t 3 out a2,2017-04-22,0.0
aquinja01,Pitcher,2,5,21,BAL,@,NYY,"L,11-14",10-GF(10),L(1-1),5.0,0.1,1,3,3,2,1,1,0,7.11,4,17,8,1,3,0.0,1,0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,3.24,-0.358,-2.75,-5.05,-5.0,10b --- 0 out tie,10b end d 3,2017-04-28,6.0
